P|BNFSH3|10|FIROL|0|14
S|CARMA|26076667|-80062319| |TF|0|0|0|0|0|0|3|10000|9000|0|0|0|0
S|YARTO|25893142|-80106436| |TF|0|0|0|0|0|0|0|8000|0|1|0|0|0
S|KX51|25499228|-80554247| |VM|0|18000|0|0|0|0|0|0|0|0|0|0|0

P|BNFSH3|10|GELDE|0|10
S|GELDE|26625769|-79665783| |IF|0|0|0|0|0|280|1|17000|0|0|0|0|0
S|ENRGY|26457953|-79724531| |TF|0|0|0|0|0|0|2|16000|0|0|0|0|0
S|WOOSA|26384606|-79813728| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|CASTT|26325881|-79907647| |TF|0|0|0|0|0|250|1|12000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |IF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|KEYZZ|26211894|-80031431| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|CARMA|26076667|-80062319| |TF|0|0|0|0|0|0|3|10000|9000|0|0|0|0
S|YARTO|25893142|-80106436| |TF|0|0|0|0|0|0|0|8000|0|1|0|0|0
S|KX51|25499228|-80554247| |VM|0|18000|0|0|0|0|0|0|0|0|0|0|0

P|BNFSH3|18|GELDE|0|10
S|GELDE|26625769|-79665783| |IF|0|0|0|0|0|280|1|17000|0|0|0|0|0
S|ENRGY|26457953|-79724531| |TF|0|0|0|0|0|0|2|16000|0|0|0|0|0
S|WOOSA|26384606|-79813728| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|CASTT|26325881|-79907647| |TF|0|0|0|0|0|250|1|12000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |IF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|KEYZZ|26211894|-80031431| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|CARMA|26076667|-80062319| |TF|0|0|0|0|0|0|3|10000|9000|0|0|0|0
S|YARTO|25893142|-80106436| |TF|0|0|0|0|0|0|0|8000|0|1|0|0|0
S|KX51|25499228|-80554247| |VM|0|18000|0|0|0|0|0|0|0|0|0|0|0

P|BNFSH3|28|GELDE|0|10
S|GELDE|26625769|-79665783| |IF|0|0|0|0|0|280|1|17000|0|0|0|0|0
S|ENRGY|26457953|-79724531| |TF|0|0|0|0|0|0|2|16000|0|0|0|0|0
S|WOOSA|26384606|-79813728| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|CASTT|26325881|-79907647| |TF|0|0|0|0|0|250|1|12000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |IF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|KEYZZ|26211894|-80031431| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|CARMA|26076667|-80062319| |TF|0|0|0|0|0|0|3|10000|9000|0|0|0|0
S|YARTO|25893142|-80106436| |TF|0|0|0|0|0|0|0|8000|0|1|0|0|0
S|KX51|25499228|-80554247| |VM|0|18000|0|0|0|0|0|0|0|0|0|0|0

P|BNFSH3|36|GELDE|0|10
S|GELDE|26625769|-79665783| |IF|0|0|0|0|0|280|1|17000|0|0|0|0|0
S|ENRGY|26457953|-79724531| |TF|0|0|0|0|0|0|2|16000|0|0|0|0|0
S|WOOSA|26384606|-79813728| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|CASTT|26325881|-79907647| |TF|0|0|0|0|0|250|1|12000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |IF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|KEYZZ|26211894|-80031431| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|CARMA|26076667|-80062319| |TF|0|0|0|0|0|0|3|10000|9000|0|0|0|0
S|YARTO|25893142|-80106436| |TF|0|0|0|0|0|0|0|8000|0|1|0|0|0
S|KX51|25499228|-80554247| |VM|0|18000|0|0|0|0|0|0|0|0|0|0|0

P|BNFSH3|10|HOAGG|0|15
S|HOAGG|29784364|-78842736| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|JORAY|28342814|-79034967| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|MOGAE|27306719|-79418481| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|WOLAP|27050819|-79512031| |TF|0|0|0|0|0|0|1|24000|0|0|0|0|0
S|CIKEN|26891919|-79569894| |TF|0|0|0|0|0|0|1|22000|0|0|0|0|0
S|GELDE|26625769|-79665783| |TF|0|0|0|0|0|280|1|17000|0|0|0|0|0
S|ENRGY|26457953|-79724531| |TF|0|0|0|0|0|0|2|16000|0|0|0|0|0
S|WOOSA|26384606|-79813728| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|CASTT|26325881|-79907647| |TF|0|0|0|0|0|250|1|12000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |IF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|KEYZZ|26211894|-80031431| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|CARMA|26076667|-80062319| |TF|0|0|0|0|0|0|3|10000|9000|0|0|0|0
S|YARTO|25893142|-80106436| |TF|0|0|0|0|0|0|0|8000|0|1|0|0|0
S|KX51|25499228|-80554247| |VM|0|18000|0|0|0|0|0|0|0|0|0|0|0

P|BNFSH3|18|HOAGG|0|15
S|HOAGG|29784364|-78842736| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|JORAY|28342814|-79034967| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|MOGAE|27306719|-79418481| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|WOLAP|27050819|-79512031| |TF|0|0|0|0|0|0|1|24000|0|0|0|0|0
S|CIKEN|26891919|-79569894| |TF|0|0|0|0|0|0|1|22000|0|0|0|0|0
S|GELDE|26625769|-79665783| |TF|0|0|0|0|0|280|1|17000|0|0|0|0|0
S|ENRGY|26457953|-79724531| |TF|0|0|0|0|0|0|2|16000|0|0|0|0|0
S|WOOSA|26384606|-79813728| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|CASTT|26325881|-79907647| |TF|0|0|0|0|0|250|1|12000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |IF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|KEYZZ|26211894|-80031431| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|CARMA|26076667|-80062319| |TF|0|0|0|0|0|0|3|10000|9000|0|0|0|0
S|YARTO|25893142|-80106436| |TF|0|0|0|0|0|0|0|8000|0|1|0|0|0
S|KX51|25499228|-80554247| |VM|0|18000|0|0|0|0|0|0|0|0|0|0|0

P|BNFSH3|28|HOAGG|0|15
S|HOAGG|29784364|-78842736| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|JORAY|28342814|-79034967| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|MOGAE|27306719|-79418481| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|WOLAP|27050819|-79512031| |TF|0|0|0|0|0|0|1|24000|0|0|0|0|0
S|CIKEN|26891919|-79569894| |TF|0|0|0|0|0|0|1|22000|0|0|0|0|0
S|GELDE|26625769|-79665783| |TF|0|0|0|0|0|280|1|17000|0|0|0|0|0
S|ENRGY|26457953|-79724531| |TF|0|0|0|0|0|0|2|16000|0|0|0|0|0
S|WOOSA|26384606|-79813728| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|CASTT|26325881|-79907647| |TF|0|0|0|0|0|250|1|12000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |IF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|KEYZZ|26211894|-80031431| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|CARMA|26076667|-80062319| |TF|0|0|0|0|0|0|3|10000|9000|0|0|0|0
S|YARTO|25893142|-80106436| |TF|0|0|0|0|0|0|0|8000|0|1|0|0|0
S|KX51|25499228|-80554247| |VM|0|18000|0|0|0|0|0|0|0|0|0|0|0

P|BNFSH3|36|HOAGG|0|15
S|HOAGG|29784364|-78842736| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|JORAY|28342814|-79034967| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|MOGAE|27306719|-79418481| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|WOLAP|27050819|-79512031| |TF|0|0|0|0|0|0|1|24000|0|0|0|0|0
S|CIKEN|26891919|-79569894| |TF|0|0|0|0|0|0|1|22000|0|0|0|0|0
S|GELDE|26625769|-79665783| |TF|0|0|0|0|0|280|1|17000|0|0|0|0|0
S|ENRGY|26457953|-79724531| |TF|0|0|0|0|0|0|2|16000|0|0|0|0|0
S|WOOSA|26384606|-79813728| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|CASTT|26325881|-79907647| |TF|0|0|0|0|0|250|1|12000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |IF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|KEYZZ|26211894|-80031431| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|CARMA|26076667|-80062319| |TF|0|0|0|0|0|0|3|10000|9000|0|0|0|0
S|YARTO|25893142|-80106436| |TF|0|0|0|0|0|0|0|8000|0|1|0|0|0
S|KX51|25499228|-80554247| |VM|0|18000|0|0|0|0|0|0|0|0|0|0|0

P|BNFSH3|10|MOGAE|0|13
S|MOGAE|27306719|-79418481| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|WOLAP|27050819|-79512031| |TF|0|0|0|0|0|0|1|24000|0|0|0|0|0
S|CIKEN|26891919|-79569894| |TF|0|0|0|0|0|0|1|22000|0|0|0|0|0
S|GELDE|26625769|-79665783| |TF|0|0|0|0|0|280|1|17000|0|0|0|0|0
S|ENRGY|26457953|-79724531| |TF|0|0|0|0|0|0|2|16000|0|0|0|0|0
S|WOOSA|26384606|-79813728| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|CASTT|26325881|-79907647| |TF|0|0|0|0|0|250|1|12000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |IF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|KEYZZ|26211894|-80031431| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|CARMA|26076667|-80062319| |TF|0|0|0|0|0|0|3|10000|9000|0|0|0|0
S|YARTO|25893142|-80106436| |TF|0|0|0|0|0|0|0|8000|0|1|0|0|0
S|KX51|25499228|-80554247| |VM|0|18000|0|0|0|0|0|0|0|0|0|0|0

P|BNFSH3|18|MOGAE|0|13
S|MOGAE|27306719|-79418481| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|WOLAP|27050819|-79512031| |TF|0|0|0|0|0|0|1|24000|0|0|0|0|0
S|CIKEN|26891919|-79569894| |TF|0|0|0|0|0|0|1|22000|0|0|0|0|0
S|GELDE|26625769|-79665783| |TF|0|0|0|0|0|280|1|17000|0|0|0|0|0
S|ENRGY|26457953|-79724531| |TF|0|0|0|0|0|0|2|16000|0|0|0|0|0
S|WOOSA|26384606|-79813728| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|CASTT|26325881|-79907647| |TF|0|0|0|0|0|250|1|12000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |IF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|KEYZZ|26211894|-80031431| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|CARMA|26076667|-80062319| |TF|0|0|0|0|0|0|3|10000|9000|0|0|0|0
S|YARTO|25893142|-80106436| |TF|0|0|0|0|0|0|0|8000|0|1|0|0|0
S|KX51|25499228|-80554247| |VM|0|18000|0|0|0|0|0|0|0|0|0|0|0

P|BNFSH3|28|MOGAE|0|13
S|MOGAE|27306719|-79418481| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|WOLAP|27050819|-79512031| |TF|0|0|0|0|0|0|1|24000|0|0|0|0|0
S|CIKEN|26891919|-79569894| |TF|0|0|0|0|0|0|1|22000|0|0|0|0|0
S|GELDE|26625769|-79665783| |TF|0|0|0|0|0|280|1|17000|0|0|0|0|0
S|ENRGY|26457953|-79724531| |TF|0|0|0|0|0|0|2|16000|0|0|0|0|0
S|WOOSA|26384606|-79813728| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|CASTT|26325881|-79907647| |TF|0|0|0|0|0|250|1|12000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |IF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|KEYZZ|26211894|-80031431| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|CARMA|26076667|-80062319| |TF|0|0|0|0|0|0|3|10000|9000|0|0|0|0
S|YARTO|25893142|-80106436| |TF|0|0|0|0|0|0|0|8000|0|1|0|0|0
S|KX51|25499228|-80554247| |VM|0|18000|0|0|0|0|0|0|0|0|0|0|0

P|BNFSH3|36|MOGAE|0|13
S|MOGAE|27306719|-79418481| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|WOLAP|27050819|-79512031| |TF|0|0|0|0|0|0|1|24000|0|0|0|0|0
S|CIKEN|26891919|-79569894| |TF|0|0|0|0|0|0|1|22000|0|0|0|0|0
S|GELDE|26625769|-79665783| |TF|0|0|0|0|0|280|1|17000|0|0|0|0|0
S|ENRGY|26457953|-79724531| |TF|0|0|0|0|0|0|2|16000|0|0|0|0|0
S|WOOSA|26384606|-79813728| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|CASTT|26325881|-79907647| |TF|0|0|0|0|0|250|1|12000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |IF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|KEYZZ|26211894|-80031431| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|CARMA|26076667|-80062319| |TF|0|0|0|0|0|0|3|10000|9000|0|0|0|0
S|YARTO|25893142|-80106436| |TF|0|0|0|0|0|0|0|8000|0|1|0|0|0
S|KX51|25499228|-80554247| |VM|0|18000|0|0|0|0|0|0|0|0|0|0|0

P|BNFSH3|10|MORME|0|13
S|MORME|27316653|-77801597| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|POSSE|27248964|-78972622| |TF|0|0|0|0|0|280|1|24000|0|0|0|0|0
S|CIKEN|26891919|-79569894| |TF|0|0|0|0|0|0|1|22000|0|0|0|0|0
S|GELDE|26625769|-79665783| |TF|0|0|0|0|0|280|1|17000|0|0|0|0|0
S|ENRGY|26457953|-79724531| |TF|0|0|0|0|0|0|2|16000|0|0|0|0|0
S|WOOSA|26384606|-79813728| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|CASTT|26325881|-79907647| |TF|0|0|0|0|0|250|1|12000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |IF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|KEYZZ|26211894|-80031431| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|CARMA|26076667|-80062319| |TF|0|0|0|0|0|0|3|10000|9000|0|0|0|0
S|YARTO|25893142|-80106436| |TF|0|0|0|0|0|0|0|8000|0|1|0|0|0
S|KX51|25499228|-80554247| |VM|0|18000|0|0|0|0|0|0|0|0|0|0|0

P|BNFSH3|18|MORME|0|13
S|MORME|27316653|-77801597| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|POSSE|27248964|-78972622| |TF|0|0|0|0|0|280|1|24000|0|0|0|0|0
S|CIKEN|26891919|-79569894| |TF|0|0|0|0|0|0|1|22000|0|0|0|0|0
S|GELDE|26625769|-79665783| |TF|0|0|0|0|0|280|1|17000|0|0|0|0|0
S|ENRGY|26457953|-79724531| |TF|0|0|0|0|0|0|2|16000|0|0|0|0|0
S|WOOSA|26384606|-79813728| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|CASTT|26325881|-79907647| |TF|0|0|0|0|0|250|1|12000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |IF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|KEYZZ|26211894|-80031431| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|CARMA|26076667|-80062319| |TF|0|0|0|0|0|0|3|10000|9000|0|0|0|0
S|YARTO|25893142|-80106436| |TF|0|0|0|0|0|0|0|8000|0|1|0|0|0
S|KX51|25499228|-80554247| |VM|0|18000|0|0|0|0|0|0|0|0|0|0|0

P|BNFSH3|28|MORME|0|13
S|MORME|27316653|-77801597| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|POSSE|27248964|-78972622| |TF|0|0|0|0|0|280|1|24000|0|0|0|0|0
S|CIKEN|26891919|-79569894| |TF|0|0|0|0|0|0|1|22000|0|0|0|0|0
S|GELDE|26625769|-79665783| |TF|0|0|0|0|0|280|1|17000|0|0|0|0|0
S|ENRGY|26457953|-79724531| |TF|0|0|0|0|0|0|2|16000|0|0|0|0|0
S|WOOSA|26384606|-79813728| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|CASTT|26325881|-79907647| |TF|0|0|0|0|0|250|1|12000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |IF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|KEYZZ|26211894|-80031431| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|CARMA|26076667|-80062319| |TF|0|0|0|0|0|0|3|10000|9000|0|0|0|0
S|YARTO|25893142|-80106436| |TF|0|0|0|0|0|0|0|8000|0|1|0|0|0
S|KX51|25499228|-80554247| |VM|0|18000|0|0|0|0|0|0|0|0|0|0|0

P|BNFSH3|36|MORME|0|13
S|MORME|27316653|-77801597| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|POSSE|27248964|-78972622| |TF|0|0|0|0|0|280|1|24000|0|0|0|0|0
S|CIKEN|26891919|-79569894| |TF|0|0|0|0|0|0|1|22000|0|0|0|0|0
S|GELDE|26625769|-79665783| |TF|0|0|0|0|0|280|1|17000|0|0|0|0|0
S|ENRGY|26457953|-79724531| |TF|0|0|0|0|0|0|2|16000|0|0|0|0|0
S|WOOSA|26384606|-79813728| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|CASTT|26325881|-79907647| |TF|0|0|0|0|0|250|1|12000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |IF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|KEYZZ|26211894|-80031431| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|CARMA|26076667|-80062319| |TF|0|0|0|0|0|0|3|10000|9000|0|0|0|0
S|YARTO|25893142|-80106436| |TF|0|0|0|0|0|0|0|8000|0|1|0|0|0
S|KX51|25499228|-80554247| |VM|0|18000|0|0|0|0|0|0|0|0|0|0|0

P|BNFSH3|10|MUNRO|0|11
S|MUNRO|26540014|-79013817| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|BICAP|26539769|-79549922| |TF|0|0|0|0|0|280|1|19000|0|0|0|0|0
S|ENRGY|26457953|-79724531| |TF|0|0|0|0|0|0|2|16000|0|0|0|0|0
S|WOOSA|26384606|-79813728| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|CASTT|26325881|-79907647| |TF|0|0|0|0|0|250|1|12000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |IF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|KEYZZ|26211894|-80031431| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|CARMA|26076667|-80062319| |TF|0|0|0|0|0|0|3|10000|9000|0|0|0|0
S|YARTO|25893142|-80106436| |TF|0|0|0|0|0|0|0|8000|0|1|0|0|0
S|KX51|25499228|-80554247| |VM|0|18000|0|0|0|0|0|0|0|0|0|0|0

P|BNFSH3|18|MUNRO|0|11
S|MUNRO|26540014|-79013817| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|BICAP|26539769|-79549922| |TF|0|0|0|0|0|280|1|19000|0|0|0|0|0
S|ENRGY|26457953|-79724531| |TF|0|0|0|0|0|0|2|16000|0|0|0|0|0
S|WOOSA|26384606|-79813728| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|CASTT|26325881|-79907647| |TF|0|0|0|0|0|250|1|12000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|BNFSH|26254397|-80021706| |IF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|KEYZZ|26211894|-80031431| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|CARMA|26076667|-80062319| |TF|0|0|0|0|0|0|3|10000|9000|0|0|0|0
S|YARTO|25893142|-80106436| |TF|0|0|0|0|0|0|0|8000|0|1|0|0|0
S|KX51|25499228|-80554247| |VM|0|18000|0|0|0|0|0|0|0|0|0|0|0

P|BNFSH3|28|MUNRO|0|11
S|MUNRO|26540014|-79013817| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|BICAP|26539769|-79549922| |TF|0|0|0|0|0|280|1|19000|0|0|0|0|0
